"Team 1","Team 2","Team 3",Overall
"Jacksonville Jaguars","Kansas City Chiefs","Tennessee Titans",92.12
"Jacksonville Jaguars","Kansas City Chiefs","Washington Commanders",91.97
"Jacksonville Jaguars","Las Vegas Raiders","Los Angeles Chargers",91.60
"Jacksonville Jaguars","Las Vegas Raiders","Los Angeles Rams",91.86
"Jacksonville Jaguars","Las Vegas Raiders","Miami Dolphins",92.15
"Jacksonville Jaguars","Las Vegas Raiders","Minnesota Vikings",91.65
"Jacksonville Jaguars","Las Vegas Raiders","New England Patriots",91.92
"Jacksonville Jaguars","Las Vegas Raiders","New Orleans Saints",91.91
"Jacksonville Jaguars","Las Vegas Raiders","New York Giants",92.27
"Jacksonville Jaguars","Las Vegas Raiders","New York Jets",91.78
"Jacksonville Jaguars","Las Vegas Raiders","Philadelphia Eagles",92.33
"Jacksonville Jaguars","Las Vegas Raiders","Pittsburgh Steelers",91.87
"Jacksonville Jaguars","Las Vegas Raiders","San Francisco 49ers",92.64
"Jacksonville Jaguars","Las Vegas Raiders","Seattle Seahawks",91.64
"Jacksonville Jaguars","Las Vegas Raiders","Tampa Bay Buccaneers",91.70
"Jacksonville Jaguars","Las Vegas Raiders","Tennessee Titans",92.14
"Jacksonville Jaguars","Las Vegas Raiders","Washington Commanders",92.04
"Jacksonville Jaguars","Los Angeles Chargers","Los Angeles Rams",91.20
"Jacksonville Jaguars","Los Angeles Chargers","Miami Dolphins",91.68
"Jacksonville Jaguars","Los Angeles Chargers","Minnesota Vikings",91.02
"Jacksonville Jaguars","Los Angeles Chargers","New England Patriots",91.36
"Jacksonville Jaguars","Los Angeles Chargers","New Orleans Saints",91.55
"Jacksonville Jaguars","Los Angeles Chargers","New York Giants",91.43
"Jacksonville Jaguars","Los Angeles Chargers","New York Jets",91.06
"Jacksonville Jaguars","Los Angeles Chargers","Philadelphia Eagles",91.64
"Jacksonville Jaguars","Los Angeles Chargers","Pittsburgh Steelers",91.34
"Jacksonville Jaguars","Los Angeles Chargers","San Francisco 49ers",92.33
"Jacksonville Jaguars","Los Angeles Chargers","Seattle Seahawks",91.15
"Jacksonville Jaguars","Los Angeles Chargers","Tampa Bay Buccaneers",91.25
"Jacksonville Jaguars","Los Angeles Chargers","Tennessee Titans",91.40
"Jacksonville Jaguars","Los Angeles Chargers","Washington Commanders",91.82
"Jacksonville Jaguars","Los Angeles Rams","Miami Dolphins",92.08
"Jacksonville Jaguars","Los Angeles Rams","Minnesota Vikings",91.53
"Jacksonville Jaguars","Los Angeles Rams","New England Patriots",91.57
"Jacksonville Jaguars","Los Angeles Rams","New Orleans Saints",91.66
"Jacksonville Jaguars","Los Angeles Rams","New York Giants",91.77
"Jacksonville Jaguars","Los Angeles Rams","New York Jets",91.29
"Jacksonville Jaguars","Los Angeles Rams","Philadelphia Eagles",91.80
"Jacksonville Jaguars","Los Angeles Rams","Pittsburgh Steelers",91.45
"Jacksonville Jaguars","Los Angeles Rams","San Francisco 49ers",92.70
"Jacksonville Jaguars","Los Angeles Rams","Seattle Seahawks",91.69
"Jacksonville Jaguars","Los Angeles Rams","Tampa Bay Buccaneers",91.70
"Jacksonville Jaguars","Los Angeles Rams","Tennessee Titans",91.90
"Jacksonville Jaguars","Los Angeles Rams","Washington Commanders",91.96
"Jacksonville Jaguars","Miami Dolphins","Minnesota Vikings",91.84
"Jacksonville Jaguars","Miami Dolphins","New England Patriots",91.80
"Jacksonville Jaguars","Miami Dolphins","New Orleans Saints",91.79
"Jacksonville Jaguars","Miami Dolphins","New York Giants",92.06
"Jacksonville Jaguars","Miami Dolphins","New York Jets",91.87
"Jacksonville Jaguars","Miami Dolphins","Philadelphia Eagles",92.26
"Jacksonville Jaguars","Miami Dolphins","Pittsburgh Steelers",91.91
"Jacksonville Jaguars","Miami Dolphins","San Francisco 49ers",92.59
"Jacksonville Jaguars","Miami Dolphins","Seattle Seahawks",91.64
"Jacksonville Jaguars","Miami Dolphins","Tampa Bay Buccaneers",91.72
"Jacksonville Jaguars","Miami Dolphins","Tennessee Titans",92.35
"Jacksonville Jaguars","Miami Dolphins","Washington Commanders",92.14
"Jacksonville Jaguars","Minnesota Vikings","New England Patriots",91.38
"Jacksonville Jaguars","Minnesota Vikings","New Orleans Saints",91.57
"Jacksonville Jaguars","Minnesota Vikings","New York Giants",91.71
"Jacksonville Jaguars","Minnesota Vikings","New York Jets",91.40
"Jacksonville Jaguars","Minnesota Vikings","Philadelphia Eagles",91.84
"Jacksonville Jaguars","Minnesota Vikings","Pittsburgh Steelers",91.49
"Jacksonville Jaguars","Minnesota Vikings","San Francisco 49ers",92.36
"Jacksonville Jaguars","Minnesota Vikings","Seattle Seahawks",91.36
"Jacksonville Jaguars","Minnesota Vikings","Tampa Bay Buccaneers",91.48
"Jacksonville Jaguars","Minnesota Vikings","Tennessee Titans",91.60
"Jacksonville Jaguars","Minnesota Vikings","Washington Commanders",91.97
"Jacksonville Jaguars","New England Patriots","New Orleans Saints",91.72
"Jacksonville Jaguars","New England Patriots","New York Giants",91.85
"Jacksonville Jaguars","New England Patriots","New York Jets",91.59
"Jacksonville Jaguars","New England Patriots","Philadelphia Eagles",91.78
"Jacksonville Jaguars","New England Patriots","Pittsburgh Steelers",91.78
"Jacksonville Jaguars","New England Patriots","San Francisco 49ers",92.32
"Jacksonville Jaguars","New England Patriots","Seattle Seahawks",91.55
"Jacksonville Jaguars","New England Patriots","Tampa Bay Buccaneers",91.65
"Jacksonville Jaguars","New England Patriots","Tennessee Titans",91.76
"Jacksonville Jaguars","New England Patriots","Washington Commanders",92.12
"Jacksonville Jaguars","New Orleans Saints","New York Giants",91.93
"Jacksonville Jaguars","New Orleans Saints","New York Jets",91.44
"Jacksonville Jaguars","New Orleans Saints","Philadelphia Eagles",92.06
"Jacksonville Jaguars","New Orleans Saints","Pittsburgh Steelers",91.64
"Jacksonville Jaguars","New Orleans Saints","San Francisco 49ers",92.47
"Jacksonville Jaguars","New Orleans Saints","Seattle Seahawks",91.54
"Jacksonville Jaguars","New Orleans Saints","Tampa Bay Buccaneers",91.73
"Jacksonville Jaguars","New Orleans Saints","Tennessee Titans",92.11
"Jacksonville Jaguars","New Orleans Saints","Washington Commanders",91.91
"Jacksonville Jaguars","New York Giants","New York Jets",91.40
"Jacksonville Jaguars","New York Giants","Philadelphia Eagles",92.10
"Jacksonville Jaguars","New York Giants","Pittsburgh Steelers",91.81
"Jacksonville Jaguars","New York Giants","San Francisco 49ers",92.45
"Jacksonville Jaguars","New York Giants","Seattle Seahawks",91.68
"Jacksonville Jaguars","New York Giants","Tampa Bay Buccaneers",91.87
"Jacksonville Jaguars","New York Giants","Tennessee Titans",91.96
"Jacksonville Jaguars","New York Giants","Washington Commanders",92.19
"Jacksonville Jaguars","New York Jets","Philadelphia Eagles",91.90
"Jacksonville Jaguars","New York Jets","Pittsburgh Steelers",91.23
"Jacksonville Jaguars","New York Jets","San Francisco 49ers",92.35
"Jacksonville Jaguars","New York Jets","Seattle Seahawks",91.30
"Jacksonville Jaguars","New York Jets","Tampa Bay Buccaneers",91.55
"Jacksonville Jaguars","New York Jets","Tennessee Titans",91.73
"Jacksonville Jaguars","New York Jets","Washington Commanders",91.87
"Jacksonville Jaguars","Philadelphia Eagles","Pittsburgh Steelers",91.93
"Jacksonville Jaguars","Philadelphia Eagles","San Francisco 49ers",92.74
"Jacksonville Jaguars","Philadelphia Eagles","Seattle Seahawks",92.04
"Jacksonville Jaguars","Philadelphia Eagles","Tampa Bay Buccaneers",92.25
"Jacksonville Jaguars","Philadelphia Eagles","Tennessee Titans",91.78
"Jacksonville Jaguars","Philadelphia Eagles","Washington Commanders",92.42
"Jacksonville Jaguars","Pittsburgh Steelers","San Francisco 49ers",92.51
"Jacksonville Jaguars","Pittsburgh Steelers","Seattle Seahawks",91.50
"Jacksonville Jaguars","Pittsburgh Steelers","Tampa Bay Buccaneers",91.51
"Jacksonville Jaguars","Pittsburgh Steelers","Tennessee Titans",91.95
"Jacksonville Jaguars","Pittsburgh Steelers","Washington Commanders",91.89
"Jacksonville Jaguars","San Francisco 49ers","Seattle Seahawks",92.29
"Jacksonville Jaguars","San Francisco 49ers","Tampa Bay Buccaneers",92.42
"Jacksonville Jaguars","San Francisco 49ers","Tennessee Titans",92.68
"Jacksonville Jaguars","San Francisco 49ers","Washington Commanders",92.58
"Jacksonville Jaguars","Seattle Seahawks","Tampa Bay Buccaneers",91.42
"Jacksonville Jaguars","Seattle Seahawks","Tennessee Titans",91.92
"Jacksonville Jaguars","Seattle Seahawks","Washington Commanders",91.76
"Jacksonville Jaguars","Tampa Bay Buccaneers","Tennessee Titans",92.08
"Jacksonville Jaguars","Tampa Bay Buccaneers","Washington Commanders",91.90
"Jacksonville Jaguars","Tennessee Titans","Washington Commanders",92.28
"Kansas City Chiefs","Las Vegas Raiders","Los Angeles Chargers",91.90
"Kansas City Chiefs","Las Vegas Raiders","Los Angeles Rams",92.24
"Kansas City Chiefs","Las Vegas Raiders","Miami Dolphins",92.37
"Kansas City Chiefs","Las Vegas Raiders","Minnesota Vikings",91.90
"Kansas City Chiefs","Las Vegas Raiders","New England Patriots",92.14
"Kansas City Chiefs","Las Vegas Raiders","New Orleans Saints",92.05
"Kansas City Chiefs","Las Vegas Raiders","New York Giants",92.36
"Kansas City Chiefs","Las Vegas Raiders","New York Jets",92.19
"Kansas City Chiefs","Las Vegas Raiders","Philadelphia Eagles",92.50
"Kansas City Chiefs","Las Vegas Raiders","Pittsburgh Steelers",92.26
"Kansas City Chiefs","Las Vegas Raiders","San Francisco 49ers",92.65
"Kansas City Chiefs","Las Vegas Raiders","Seattle Seahawks",92.07
"Kansas City Chiefs","Las Vegas Raiders","Tampa Bay Buccaneers",92.01
"Kansas City Chiefs","Las Vegas Raiders","Tennessee Titans",92.17
"Kansas City Chiefs","Las Vegas Raiders","Washington Commanders",92.31
"Kansas City Chiefs","Los Angeles Chargers","Los Angeles Rams",92.10
"Kansas City Chiefs","Los Angeles Chargers","Miami Dolphins",91.85
"Kansas City Chiefs","Los Angeles Chargers","Minnesota Vikings",91.52
"Kansas City Chiefs","Los Angeles Chargers","New England Patriots",91.74
"Kansas City Chiefs","Los Angeles Chargers","New Orleans Saints",91.69
"Kansas City Chiefs","Los Angeles Chargers","New York Giants",91.93
"Kansas City Chiefs","Los Angeles Chargers","New York Jets",91.61
"Kansas City Chiefs","Los Angeles Chargers","Philadelphia Eagles",92.22
"Kansas City Chiefs","Los Angeles Chargers","Pittsburgh Steelers",91.67
"Kansas City Chiefs","Los Angeles Chargers","San Francisco 49ers",92.37
"Kansas City Chiefs","Los Angeles Chargers","Seattle Seahawks",91.58
"Kansas City Chiefs","Los Angeles Chargers","Tampa Bay Buccaneers",91.59
"Kansas City Chiefs","Los Angeles Chargers","Tennessee Titans",92.09
"Kansas City Chiefs","Los Angeles Chargers","Washington Commanders",92.05
"Kansas City Chiefs","Los Angeles Rams","Miami Dolphins",92.30
"Kansas City Chiefs","Los Angeles Rams","Minnesota Vikings",92.05
"Kansas City Chiefs","Los Angeles Rams","New England Patriots",92.15
"Kansas City Chiefs","Los Angeles Rams","New Orleans Saints",91.85
"Kansas City Chiefs","Los Angeles Rams","New York Giants",92.30
"Kansas City Chiefs","Los Angeles Rams","New York Jets",92.08
"Kansas City Chiefs","Los Angeles Rams","Philadelphia Eagles",92.35
"Kansas City Chiefs","Los Angeles Rams","Pittsburgh Steelers",92.06
"Kansas City Chiefs","Los Angeles Rams","San Francisco 49ers",92.75
"Kansas City Chiefs","Los Angeles Rams","Seattle Seahawks",92.08
"Kansas City Chiefs","Los Angeles Rams","Tampa Bay Buccaneers",92.19
"Kansas City Chiefs","Los Angeles Rams","Tennessee Titans",92.57
"Kansas City Chiefs","Los Angeles Rams","Washington Commanders",92.20
"Kansas City Chiefs","Miami Dolphins","Minnesota Vikings",92.01
"Kansas City Chiefs","Miami Dolphins","New England Patriots",91.96
"Kansas City Chiefs","Miami Dolphins","New Orleans Saints",92.03
"Kansas City Chiefs","Miami Dolphins","New York Giants",92.23
"Kansas City Chiefs","Miami Dolphins","New York Jets",92.08
"Kansas City Chiefs","Miami Dolphins","Philadelphia Eagles",92.42
"Kansas City Chiefs","Miami Dolphins","Pittsburgh Steelers",91.90
"Kansas City Chiefs","Miami Dolphins","San Francisco 49ers",92.55
"Kansas City Chiefs","Miami Dolphins","Seattle Seahawks",91.89
"Kansas City Chiefs","Miami Dolphins","Tampa Bay Buccaneers",91.99
"Kansas City Chiefs","Miami Dolphins","Tennessee Titans",92.52
"Kansas City Chiefs","Miami Dolphins","Washington Commanders",92.33
"Kansas City Chiefs","Minnesota Vikings","New England Patriots",91.58
"Kansas City Chiefs","Minnesota Vikings","New Orleans Saints",91.62
"Kansas City Chiefs","Minnesota Vikings","New York Giants",92.00
"Kansas City Chiefs","Minnesota Vikings","New York Jets",91.72
"Kansas City Chiefs","Minnesota Vikings","Philadelphia Eagles",92.28
"Kansas City Chiefs","Minnesota Vikings","Pittsburgh Steelers",91.71
"Kansas City Chiefs","Minnesota Vikings","San Francisco 49ers",92.31
"Kansas City Chiefs","Minnesota Vikings","Seattle Seahawks",91.70
"Kansas City Chiefs","Minnesota Vikings","Tampa Bay Buccaneers",91.75
"Kansas City Chiefs","Minnesota Vikings","Tennessee Titans",92.14
"Kansas City Chiefs","Minnesota Vikings","Washington Commanders",92.13
"Kansas City Chiefs","New England Patriots","New Orleans Saints",91.80
"Kansas City Chiefs","New England Patriots","New York Giants",92.12
"Kansas City Chiefs","New England Patriots","New York Jets",91.91
"Kansas City Chiefs","New England Patriots","Philadelphia Eagles",92.43
"Kansas City Chiefs","New England Patriots","Pittsburgh Steelers",91.74
"Kansas City Chiefs","New England Patriots","San Francisco 49ers",92.28
"Kansas City Chiefs","New England Patriots","Seattle Seahawks",91.83
"Kansas City Chiefs","New England Patriots","Tampa Bay Buccaneers",91.78
"Kansas City Chiefs","New England Patriots","Tennessee Titans",92.41
"Kansas City Chiefs","New England Patriots","Washington Commanders",92.24
"Kansas City Chiefs","New Orleans Saints","New York Giants",91.94
"Kansas City Chiefs","New Orleans Saints","New York Jets",91.37
"Kansas City Chiefs","New Orleans Saints","Philadelphia Eagles",92.20
"Kansas City Chiefs","New Orleans Saints","Pittsburgh Steelers",91.73
"Kansas City Chiefs","New Orleans Saints","San Francisco 49ers",92.47
"Kansas City Chiefs","New Orleans Saints","Seattle Seahawks",91.78
"Kansas City Chiefs","New Orleans Saints","Tampa Bay Buccaneers",91.74
"Kansas City Chiefs","New Orleans Saints","Tennessee Titans",92.25
"Kansas City Chiefs","New Orleans Saints","Washington Commanders",92.09
"Kansas City Chiefs","New York Giants","New York Jets",91.89
"Kansas City Chiefs","New York Giants","Philadelphia Eagles",92.48
"Kansas City Chiefs","New York Giants","Pittsburgh Steelers",92.09
"Kansas City Chiefs","New York Giants","San Francisco 49ers",92.49
"Kansas City Chiefs","New York Giants","Seattle Seahawks",91.90
"Kansas City Chiefs","New York Giants","Tampa Bay Buccaneers",91.97
"Kansas City Chiefs","New York Giants","Tennessee Titans",92.45
"Kansas City Chiefs","New York Giants","Washington Commanders",92.20
"Kansas City Chiefs","New York Jets","Philadelphia Eagles",92.24
"Kansas City Chiefs","New York Jets","Pittsburgh Steelers",91.72
"Kansas City Chiefs","New York Jets","San Francisco 49ers",92.40
"Kansas City Chiefs","New York Jets","Seattle Seahawks",91.70
"Kansas City Chiefs","New York Jets","Tampa Bay Buccaneers",91.87
"Kansas City Chiefs","New York Jets","Tennessee Titans",92.20
"Kansas City Chiefs","New York Jets","Washington Commanders",92.13
"Kansas City Chiefs","Philadelphia Eagles","Pittsburgh Steelers",92.18
"Kansas City Chiefs","Philadelphia Eagles","San Francisco 49ers",92.86
"Kansas City Chiefs","Philadelphia Eagles","Seattle Seahawks",92.35
"Kansas City Chiefs","Philadelphia Eagles","Tampa Bay Buccaneers",92.37
"Kansas City Chiefs","Philadelphia Eagles","Tennessee Titans",92.59
"Kansas City Chiefs","Philadelphia Eagles","Washington Commanders",92.52
"Kansas City Chiefs","Pittsburgh Steelers","San Francisco 49ers",92.46
"Kansas City Chiefs","Pittsburgh Steelers","Seattle Seahawks",91.85
"Kansas City Chiefs","Pittsburgh Steelers","Tampa Bay Buccaneers",91.93
"Kansas City Chiefs","Pittsburgh Steelers","Tennessee Titans",92.31
"Kansas City Chiefs","Pittsburgh Steelers","Washington Commanders",92.12
"Kansas City Chiefs","San Francisco 49ers","Seattle Seahawks",92.34
"Kansas City Chiefs","San Francisco 49ers","Tampa Bay Buccaneers",92.45
"Kansas City Chiefs","San Francisco 49ers","Tennessee Titans",92.76
"Kansas City Chiefs","San Francisco 49ers","Washington Commanders",92.57
"Kansas City Chiefs","Seattle Seahawks","Tampa Bay Buccaneers",91.67
"Kansas City Chiefs","Seattle Seahawks","Tennessee Titans",92.23
"Kansas City Chiefs","Seattle Seahawks","Washington Commanders",92.07
"Kansas City Chiefs","Tampa Bay Buccaneers","Tennessee Titans",92.30
"Kansas City Chiefs","Tampa Bay Buccaneers","Washington Commanders",92.20
"Kansas City Chiefs","Tennessee Titans","Washington Commanders",92.34
"Las Vegas Raiders","Los Angeles Chargers","Los Angeles Rams",91.89
"Las Vegas Raiders","Los Angeles Chargers","Miami Dolphins",92.28
"Las Vegas Raiders","Los Angeles Chargers","Minnesota Vikings",91.46
"Las Vegas Raiders","Los Angeles Chargers","New England Patriots",91.90
